Unnamed: 0_level_0,[115],[21113],[22111],[2319],[2417],[2515],[2613],[2711],[31112],[3121110],[312218],[312316],[312414],[312512],[3126],[3219],[322117],[322215],[322313],[322411],[3316],[332114],[332212],[3323],[3413],[342111],[35],[41111],[412119],[412217],[412315],[412413],[412511],[413118],[41312116],[41312214],[41312312],[413124],[413215],[41322113],[41322211],[413312],[413321],[4217],[422115],[422213],[422311],[423114],[42312112],[423122],[423211],[4313],[432111],[4331],[51110],[512118],[512216],[512314],[512412],[5125],[513117],[51312115],[51312213],[51312311],[513214],[51322112],[513222],[513311],[514116],[51412114],[51412212],[514123],[51413113],[5141312111],[514132],[514212],[514221],[5215],[522113],[522211],[523112],[523121],[524111],[53],[6119],[612117],[612215],[612313],[612411],[613116],[61312114],[61312212],[613123],[613213],[61322111],[6133],[614115],[61412113],[61412211],[61413112],[61413121],[614211],[615114],[61512112],[615122],[61513111],[615141],[6213],[622111],[6231],[7118],[712116],[712214],[712312],[7124],[713115],[71312113],[71312211],[713212],[713221],[714114],[71412112],[714122],[71413111],[7142],[715113],[71512111],[715131],[716112],[716121],[7211],[8117],[812115],[812213],[812311],[813114],[81312112],[813122],[813211],[814113],[81412111],[814131],[815112],[815121],[816111],[8171],[9116],[912114],[912212],[9123],[913113],[91312111],[9132],[914112],[914121],[915111],[9161],[10115],[1012113],[1012211],[1013112],[1013121],[1014111],[10151],[11114],[1112112],[11122],[1113111],[11141],[12113],[1212111],[12131],[13112],[13121],[14111],[151]
s[5141312111],292864,0,0,0,0,0,0,0,-11264,0,0,0,0,0,0,256,0,0,0,0,-32,0,0,0,-32,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1024,0,0,0,0,0,16,0,0,0,16,0,0,-2,0,0,0,0,0,0,0,0,0,-16,0,0,-4,0,0,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-128,0,0,0,0,-8,0,0,4,0,0,0,0,0,0,2,0,2,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,-2,0,-2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s[51413113],210210,-6006,-1386,-378,-70,50,14,14,-3234,924,126,-12,14,-4,14,-273,-21,-9,3,-1,15,15,-9,-9,6,6,-30,-924,84,56,-16,-4,-4,-84,-6,-4,2,-4,-9,3,-1,3,3,14,6,2,2,2,0,2,-1,0,0,0,315,-91,19,-3,-5,5,21,-1,1,3,-3,-1,1,0,1,-1,1,-1,1,-1,1,-1,1,-5,-1,-1,1,-1,1,0,63,-49,-1,-1,-1,15,-1,-1,-1,-6,2,0,-1,-1,-1,-1,-1,-1,3,1,-1,0,-1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,6,2,2,2,0,2,-1,0,0,0,-1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-5,-1,-1,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
s[514123],125125,-3575,-275,185,165,25,45,105,-3575,-125,-155,-25,-15,-5,45,250,40,10,8,-6,-20,-2,4,14,16,-8,-20,825,225,-15,-15,-7,-15,-15,15,-3,3,-7,0,-6,0,6,0,-55,5,1,5,5,-1,1,2,-3,-3,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-70,0,10,0,-6,-10,0,-2,0,-4,0,2,0,2,0,0,2,2,0,0,0,0,0,0,0,0,-35,-5,5,3,-3,-5,1,-1,-2,-2,-1,1,-1,-1,1,0,0,0,0,0,0,15,-5,-1,3,3,1,-1,0,-1,-1,-1,0,0,0,1,10,-2,-2,2,1,1,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s[51412212],243243,-11583,-1485,81,171,-111,-45,-63,-2673,567,-117,27,-9,15,-45,0,0,0,0,0,0,0,0,0,0,0,0,297,351,-15,15,9,15,-63,9,-3,-3,9,0,0,0,0,0,-57,-3,-1,-3,3,3,-1,0,-3,3,-3,-162,-78,-30,6,6,-6,27,-3,3,-3,0,0,0,0,12,-4,0,0,-3,-1,0,-2,2,8,2,0,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-21,9,-1,-3,3,-6,0,2,0,0,3,1,-1,0,-1,-1,-1,-1,0,0,0,15,5,-1,-3,3,-1,-1,0,1,-1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-6,0,2,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0
s[51412114],159250,-13650,-1750,70,210,-50,10,70,3850,1050,-70,10,-6,10,10,-350,0,-10,4,-6,40,-6,-4,-2,-2,6,10,-1750,70,-70,-10,-6,-10,-70,10,2,2,-6,-10,4,2,-4,-2,70,10,-2,2,-2,-2,-2,-2,6,-6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,10,4,-2,10,0,-2,4,4,0,-2,-10,0,2,2,0,2,0,0,0,0,0,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,-3,-1,1,-2,0,1,-1,1,0,1,0,0,0,0,0,0,0,3,1,-1,0,-1,0,0,0,0,0,0,0
s[514116],42042,-6006,-462,210,154,-54,-14,-14,3234,294,-126,-18,-14,6,-14,-42,42,-6,6,-2,30,-12,6,12,21,-3,-15,-1386,-42,-42,22,6,6,-42,6,6,-2,6,-12,0,0,0,-6,70,-10,-2,-2,-2,2,-2,-2,2,2,2,252,84,8,0,4,-4,-21,9,-1,-3,3,-3,-1,0,-6,-2,-2,2,3,1,3,0,0,-13,-1,3,-1,-1,-1,-3,-42,-14,-6,-2,-2,0,-2,0,-2,-3,1,3,4,0,0,-2,0,-2,3,1,-1,0,-1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,-1,-1,-1,0,0,0,0
s[513311],100100,-2860,220,156,-108,-60,-20,140,-4180,-160,76,48,12,0,-20,62,-34,-14,-6,6,20,2,4,-6,14,2,-10,880,-112,-72,8,0,0,64,-4,0,-4,0,4,-4,0,-2,-4,28,12,4,4,4,0,4,-2,0,0,0,450,70,10,6,2,-10,-15,-5,1,3,-3,1,1,0,-10,-2,-2,-2,-1,1,-1,-2,2,0,0,0,0,0,0,0,-162,-6,-6,-2,-10,0,6,0,-2,0,0,0,-4,0,0,2,0,-2,3,-1,-1,0,1,-2,2,-2,-28,10,-4,2,4,-1,1,-1,-1,1,-2,0,-2,1,0,2,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-1,1,3,-1,-1,2,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s[513222],126126,-6006,154,294,-42,50,-30,-210,-4158,-252,-14,-12,18,20,-30,189,21,-11,-3,-3,9,-3,1,-3,0,0,0,1540,28,-56,-16,-4,20,28,10,4,2,-4,1,1,1,1,1,-14,6,-2,2,-2,0,-2,1,0,0,0,161,49,29,-11,-7,25,-28,-2,-4,-2,-1,1,-1,-1,-5,3,-1,-1,-2,0,1,1,1,-4,4,4,2,-2,0,6,-189,-21,11,3,3,-9,3,-1,3,0,0,0,-1,-1,-1,-1,-1,-1,1,-1,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,-6,2,-2,2,0,2,-1,0,0,0,-1,-1,1,0,9,-3,1,-3,0,0,0,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s[51322112],231660,-15444,-396,324,-228,60,36,84,-3564,216,132,0,-12,-24,36,-162,-36,-6,0,6,0,0,0,0,0,0,0,1584,0,-40,24,0,-16,48,0,8,0,0,6,0,2,0,0,-28,-12,-4,-4,-4,0,-4,2,0,0,0,90,-34,14,-6,2,-10,6,-4,2,0,3,-1,-1,0,4,0,0,4,-2,0,1,2,-2,-5,1,-1,1,1,-1,0,-162,-36,-6,0,6,0,0,0,0,0,0,0,6,0,2,0,0,2,3,-1,-1,0,1,0,0,0,44,26,-4,2,-4,-1,-1,-1,-1,-1,2,0,2,-1,0,-1,1,-1,-1,-1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,1,-1,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
s[513214],122850,-12870,-570,198,-102,130,30,-210,2430,540,78,-36,-18,-20,30,-405,-27,15,9,3,-27,9,-3,9,0,0,0,-660,-84,-16,-8,4,20,36,6,-4,-2,4,3,-3,-1,-3,-3,14,6,2,2,2,0,2,-1,0,0,0,75,-35,15,-7,3,5,15,-5,3,-1,0,-2,0,3,-5,1,-1,-3,1,1,-2,-1,1,0,0,0,0,0,0,0,27,-15,7,-3,3,9,-3,1,-3,0,0,0,-5,1,-1,1,1,-1,2,0,2,-1,0,0,0,0,28,10,4,2,-4,1,1,1,1,1,-2,0,-2,1,0,-2,0,1,-1,-1,0,-14,-6,-2,-2,-2,0,-2,1,0,0,0,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,-1,0,0,0,0,0,0,0,0
s[51312311],162162,-15444,198,648,-102,36,-18,0,-891,-351,-111,-27,-3,9,9,324,72,12,0,-12,0,0,0,0,0,0,0,2178,216,-34,12,-6,0,-69,-9,-1,3,3,-12,0,-4,0,0,-22,4,-2,0,5,1,1,-4,-6,0,3,-693,-49,23,3,3,-9,-21,-1,-1,3,-6,2,2,0,13,1,1,-3,1,1,-2,3,-1,2,-4,-2,-1,-1,-2,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,5,-5,-3,3,5,-1,1,2,2,1,-1,1,1,-1,0,0,0,0,0,0,6,-4,2,0,3,-1,-1,0,-2,0,1,1,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,-4,2,0,-1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
s[51312213],184275,-22815,-45,729,-237,-15,-45,105,4455,135,-21,27,15,15,-45,-162,-36,-6,0,6,0,0,0,0,0,0,0,45,27,-43,27,-3,-5,21,9,-7,-3,-3,6,0,2,0,0,-13,-7,3,1,-1,-1,3,2,-3,3,-3,-450,-70,-10,-6,-2,10,15,5,-1,-3,3,-1,-1,0,10,2,2,2,1,-1,1,2,-2,0,0,0,0,0,0,0,162,36,6,0,-6,0,0,0,0,0,0,0,-6,0,-2,0,0,-2,-3,1,1,0,-1,0,0,0,-7,5,-3,1,1,-4,2,0,-1,-1,3,-1,-1,0,1,-2,0,1,1,1,0,-15,-5,1,3,-3,1,1,0,-1,1,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-1,-1,0,1,0,0,0,0,0,0,0
s[51312115],100100,-17160,220,656,-108,40,-20,0,7370,90,-134,-22,-6,10,10,-148,6,16,2,-12,-25,3,-5,-1,-10,0,5,-2420,-112,-12,8,-4,0,34,26,-6,2,2,4,2,0,1,5,28,-8,4,0,-2,-2,-2,4,4,0,-2,450,70,10,6,2,-10,-15,-5,1,3,-3,1,1,0,-10,-2,-2,-2,-1,1,-1,-2,2,0,0,0,0,0,0,0,8,-6,4,-2,0,5,-3,1,1,2,0,-1,-4,2,0,-1,-1,0,3,-1,-1,0,1,-2,0,1,-28,-10,-4,-2,4,-1,-1,-1,-1,-1,2,0,2,-1,0,2,0,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,1,-1,2,0,-1,1,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,1,0,0,0,0
s[513117],24948,-5940,396,324,-60,-36,-36,84,3564,-216,-132,0,12,24,-36,162,36,6,0,-6,0,0,0,0,0,0,0,-1584,0,40,24,0,-16,-48,0,-8,0,0,-6,0,-2,0,0,28,-12,4,-4,4,0,4,-2,0,0,0,558,70,-14,-6,-10,14,-6,4,-2,0,-3,1,1,0,-4,0,0,4,2,0,-1,-2,-2,-7,5,1,-1,-1,1,3,-162,-36,-6,0,6,0,0,0,0,0,0,0,6,0,2,0,0,2,3,-1,-1,0,1,0,0,0,28,10,4,2,-4,1,1,1,1,1,-2,0,-2,1,0,-2,0,1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,1,1,0,0
s[5125],28028,-4004,308,196,-84,44,36,84,308,-224,-28,-8,-12,-16,36,182,28,14,4,6,2,-8,2,16,-16,-8,20,616,56,0,0,-8,-24,-56,-16,0,0,-8,-8,2,0,4,2,28,12,4,4,4,0,4,-2,0,0,0,-322,-14,18,6,6,-6,-7,1,-3,-3,2,-2,-6,2,-4,-4,0,0,-1,-1,2,-2,2,3,1,3,3,1,1,3,70,0,-10,0,6,10,0,2,0,4,0,-2,0,-2,0,0,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,-1,1,-1,1,-1,1,-1,-1,1,-1,1,-1,-1,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0
s[512412],61425,-9945,705,423,-255,55,-15,-105,2025,-405,-15,27,9,-5,-15,243,-9,3,-9,3,27,-9,3,-9,0,0,0,615,57,-1,1,7,25,-57,-15,-1,1,7,-9,3,-1,3,3,29,11,-3,-5,5,-1,-3,-1,3,-3,3,-525,-35,15,-7,-5,5,0,10,0,2,3,1,3,-3,-5,-3,-1,1,-2,0,1,-1,1,0,0,0,0,0,0,0,189,21,-11,-3,-3,9,-3,1,-3,0,0,0,1,1,1,1,1,1,-1,1,-1,-1,1,0,0,0,-35,-5,5,3,-3,-5,1,-1,-2,-2,-1,1,-1,-1,1,0,0,0,0,0,0,1,-1,1,-1,1,-1,1,1,-1,1,-1,1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,1,-1,0,0,0,0,0,0,0
s[512314],53625,-10725,825,435,-295,75,25,35,4125,-375,-15,45,5,-15,25,120,-60,0,-12,8,30,-6,6,-6,21,3,-15,-825,-15,15,-15,-9,-15,15,15,3,3,-9,0,0,0,-6,-6,-15,-5,1,3,-3,1,1,0,-1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,20,0,4,8,0,-4,0,4,-3,-1,3,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-65,-15,-1,1,-1,-5,3,-1,1,3,1,-1,1,1,-1,0,0,0,1,-1,-2,15,5,-1,-3,3,-1,-1,0,1,-1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,-1,0,0,0,0
s[512216],26950,-6930,770,322,-210,70,10,-70,3850,-420,-70,28,-6,-20,10,217,-21,17,-5,9,13,-9,5,7,-2,-6,10,-1540,28,56,-16,4,20,-28,10,-4,2,4,-1,1,-1,-1,1,-14,-6,-2,-2,-2,0,-2,1,0,0,0,525,35,-15,7,5,-5,0,-10,0,-2,-3,-1,-3,3,5,3,1,-1,2,0,-1,1,-1,0,0,0,0,0,0,0,-119,-21,1,-5,-7,1,3,1,-5,4,0,-2,-1,1,-1,-1,1,1,1,-1,1,1,-1,-2,2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,6,2,2,2,0,2,-1,0,0,0,-1,1,-1,0,-5,-3,-1,1,-2,0,1,-1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0
s[512118],7722,-2574,462,126,-126,26,6,6,1782,-324,-42,36,6,-4,6,243,-9,3,-9,3,27,-9,3,-9,0,0,0,-924,84,56,-16,-4,-4,-84,-6,-4,2,-4,-9,3,-1,3,3,14,6,2,2,2,0,2,-1,0,0,0,447,1,-33,1,-1,1,27,1,3,1,3,1,3,-3,1,-1,1,-1,1,-1,1,-1,1,-3,1,-3,-3,1,1,-3,-189,-21,11,3,3,-9,3,-1,3,0,0,0,-1,-1,-1,-1,-1,-1,1,-1,1,1,-1,0,0,0,64,16,0,0,0,4,-2,0,-2,-2,0,0,0,0,0,-1,1,-1,0,0,1,-14,-6,-2,-2,-2,0,-2,1,0,0,0,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,-1,0
s[51110],1001,-429,121,11,-39,19,9,-21,341,-99,1,17,-3,-11,9,86,-12,-2,-4,6,20,-6,4,2,8,0,-4,-209,41,15,-15,-1,9,-41,-1,3,3,-1,-8,2,0,-2,-4,13,7,-3,-1,1,1,-3,-2,3,-3,3,126,-14,-14,6,6,-6,21,1,1,-3,6,-2,-2,0,-4,-4,0,0,-1,-1,2,-2,2,1,1,1,1,1,1,1,-70,0,10,0,-6,-10,0,-2,0,-4,0,2,0,2,0,0,2,2,0,0,0,0,0,0,0,0,35,5,-5,-3,3,5,-1,1,2,2,1,-1,1,1,-1,0,0,0,0,0,0,-15,-5,1,3,-3,1,1,0,-1,1,-1,0,0,0,-1,5,3,1,-1,2,0,-1,1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,1
s[4331],24024,0,264,0,-8,0,40,0,-1716,0,12,0,-20,0,-20,84,0,12,0,4,-6,0,-6,0,12,0,30,0,-96,0,16,0,0,0,-12,0,4,0,0,0,0,0,-6,40,0,-8,0,4,0,4,4,0,0,0,264,0,-16,0,-8,0,-6,0,2,0,-6,0,2,-6,0,4,0,-4,0,-2,0,0,0,4,0,4,4,0,0,-6,0,28,0,4,0,0,-2,0,-2,0,4,0,-8,0,0,-2,0,0,0,-2,0,0,2,4,0,-2,-42,0,-2,0,6,6,0,-2,0,0,0,2,0,0,-2,-2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s[432111],75075,-2145,495,-117,-5,55,-25,35,-4125,195,15,-33,-5,-5,-25,132,6,12,6,4,-12,-12,0,0,6,6,-30,165,-147,49,9,-3,5,-27,-15,1,-3,-3,6,0,-2,-6,6,51,-9,-1,3,3,3,-1,0,-3,-3,-3,525,-35,-15,-7,5,5,0,10,0,2,-3,1,-3,3,-5,3,-1,-1,-2,0,1,1,1,0,0,0,0,0,0,0,-36,34,4,2,-4,-6,-2,-2,2,6,-2,0,-6,0,2,0,0,0,-1,-1,-1,-1,-1,2,2,2,-70,-10,-2,2,2,5,-1,1,-1,-1,4,0,0,1,2,0,0,0,-1,-1,0,21,1,1,-3,-3,1,1,0,-1,-1,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s[4313],50050,-2860,110,-168,-6,60,-90,0,-1595,335,29,-33,21,15,45,-86,2,2,-6,-6,10,2,2,-6,16,-16,40,-110,-56,54,-12,-6,0,-29,-11,3,-3,3,-2,-2,6,-2,-2,26,-4,6,0,5,-1,-3,2,-6,0,3,225,-55,5,-3,9,-15,15,5,-1,-3,-6,2,2,0,-5,-1,-1,3,1,-1,-2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-14,-4,-2,0,-6,1,-1,1,-2,2,2,0,-2,-1,-2,1,1,1,0,0,0,14,4,2,0,-1,1,-1,2,-2,0,1,-1,-1,0,0,-5,-1,-1,3,1,-1,-2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s[423211],81081,-3861,693,-81,-15,-45,45,-105,-4455,135,21,27,-15,15,45,162,-36,6,0,-6,0,0,0,0,0,0,0,693,-189,-7,15,-3,-5,21,-9,-7,3,-3,6,0,2,0,0,49,11,-3,-1,1,-1,-3,-2,-3,3,-3,531,29,-17,9,-5,5,-15,5,1,-3,-3,-1,1,0,-17,1,3,5,1,1,1,-1,1,6,-6,-2,0,0,-2,6,-162,36,-6,0,6,0,0,0,0,0,0,0,-6,0,-2,0,0,2,3,1,-1,0,-1,0,0,0,-56,-4,0,-4,-8,4,2,0,1,-1,0,0,0,0,0,-1,1,-1,-1,1,0,21,-1,1,3,-3,-1,1,0,1,-1,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s[423122],96525,-6435,825,-63,69,5,-15,105,-4455,135,-63,-9,9,-25,-15,243,9,3,9,3,-27,-9,-3,-9,0,0,0,1155,-93,7,-17,11,-5,-21,9,-5,1,11,9,3,1,3,-3,5,5,1,-7,-7,-1,1,-1,3,3,3,300,20,0,-8,4,-20,-15,5,-3,1,3,-1,3,3,-10,2,2,-2,-1,-1,-1,0,0,0,0,0,0,0,0,0,-189,21,11,-3,3,-9,-3,-1,-3,0,0,0,1,-1,1,1,-1,-1,1,1,1,1,1,0,0,0,-26,-16,6,0,6,4,2,0,-2,2,0,-2,0,0,-2,-1,-1,-1,0,0,2,35,-5,-1,-1,-1,1,-1,-1,1,1,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s[42312112],175175,-15015,1155,-315,63,-15,-5,-35,-5005,735,-21,-9,3,15,-5,-91,-21,9,-9,-3,-1,-3,3,9,-10,6,-10,1155,-147,63,-7,-5,5,-21,-9,3,-1,-5,9,3,-3,3,-3,7,-7,3,5,-5,-1,3,1,3,-3,3,350,-70,-10,10,-2,10,35,5,-1,1,-1,-1,-1,-1,-10,-2,-2,-2,-1,1,-1,2,-2,0,0,0,0,0,0,0,-189,21,-9,1,-5,-9,-3,3,1,0,0,0,11,1,-1,-1,1,-1,1,1,1,1,1,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,5,-1,1,-1,-1,-1,-1,-1,1,-1,0,0,1,0,-16,0,0,0,2,0,2,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s[423114],90090,-11154,506,-210,90,30,-54,126,594,666,-22,-30,18,-6,-54,-432,12,8,-12,0,18,6,2,6,0,0,0,-506,-70,30,-30,6,-6,22,-10,6,6,6,-8,-4,0,-2,2,30,10,-2,-6,6,-2,-2,0,-6,6,-6,160,-64,16,0,0,0,34,-4,-2,0,-2,2,-2,-2,-16,0,0,0,2,0,2,0,0,5,1,1,-1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,2,0,6,-1,1,-1,2,-2,-2,0,2,1,2,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9,-3,-1,-3,0,0,0,1,-1,1,0,5,1,1,-1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
s[422311],100100,-11440,1100,-32,116,-80,60,0,-1870,140,-142,4,2,-20,-30,182,56,2,4,14,-43,-1,-7,-5,20,-4,20,1320,48,8,-8,8,0,-84,6,-4,-2,-4,6,0,2,-3,3,-20,0,4,0,-2,0,-2,-2,0,0,0,-300,-20,0,8,-4,20,15,-5,3,-1,-3,1,-3,-3,10,-2,-2,2,1,1,1,0,0,0,0,0,0,0,0,0,-56,14,4,-6,0,-11,-1,1,3,-2,2,-2,4,2,0,1,-1,0,-1,-1,-1,-1,-1,0,0,0,21,-9,1,3,-3,6,0,-2,0,0,-3,-1,1,0,1,1,1,1,0,0,0,20,0,-4,0,2,0,2,2,0,0,0,0,0,0,-1,-10,2,2,-2,-1,-1,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s[422213],112112,-16016,1232,-112,112,-144,80,-112,1232,448,-112,32,16,0,80,-280,28,-16,-4,-8,8,4,8,-4,-10,-2,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-168,-56,-8,8,-8,-24,42,-2,-2,2,0,-2,4,3,0,0,0,0,0,0,0,0,0,2,4,2,2,-2,0,-3,56,28,0,-4,8,-16,4,0,-4,2,-2,2,0,0,0,0,0,0,-4,-2,0,-1,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10,-2,2,2,-1,1,-1,0,0,0,-1,6,0,-2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
s[422115],58968,-11232,936,0,120,-96,72,0,3564,216,-132,0,12,-24,-36,-324,72,-12,0,12,0,0,0,0,0,0,0,-1440,0,-16,0,0,0,48,0,8,0,0,-12,0,-4,0,0,40,0,-8,0,4,0,4,4,0,0,0,288,8,16,0,0,24,-6,-4,-2,0,6,2,-2,0,-20,0,4,0,-2,0,-2,0,0,8,-2,-4,-1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-14,-4,-2,0,-6,1,-1,1,-2,2,2,0,-2,-1,-2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,1,-1,0,-1,-3,-1,1,0,1,0,0,0,0,0,0,0
s[4217],13650,-3510,450,42,34,-70,50,-70,1770,-90,-78,6,10,-10,50,-12,54,-12,6,4,-12,0,0,-12,15,-9,15,-870,42,2,18,-6,10,-6,-6,2,-6,-6,-6,0,2,-6,6,30,-10,-2,6,6,2,-2,0,-2,-2,-2,300,20,0,-8,4,-20,-15,5,-3,1,3,-1,3,3,-10,2,2,-2,-1,-1,-1,0,0,0,0,0,0,0,0,0,-84,-14,-4,2,-4,6,-2,2,2,-3,1,-3,6,0,-2,0,0,0,1,1,1,1,1,-1,-1,-1,14,4,2,0,6,-1,1,-1,2,-2,-2,0,2,1,2,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,1,1,1,0,0,0,0
s[413321],54054,-5148,858,-72,-18,-20,-30,0,-2673,27,15,27,15,-5,15,162,-36,-18,0,-6,27,9,3,9,0,0,0,1122,-168,-26,-4,10,0,27,15,-5,-1,-5,-6,0,-2,-3,3,14,12,2,0,-1,3,-1,2,-6,0,3,159,77,3,-7,7,5,-48,2,0,2,-3,-1,-3,-3,-13,-3,-1,1,2,0,-1,-1,-3,14,2,-2,2,2,2,-6,-216,6,4,-6,0,9,3,1,3,0,0,0,-4,-2,0,-1,1,0,-1,1,-1,-1,1,0,0,0,28,-10,4,-2,-4,1,-1,1,1,-1,2,0,2,-1,0,-2,0,1,1,-1,0,14,-4,2,0,-1,-1,-1,2,2,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
